UUID,Name,Description,provider,available,MeasurementUnits
1d7a09f9-3013-4660-8ea8-f3a1f9b55106,Apple Mobile,smart phone,Apple,true,PC
de313a15-741a-4aea-8928-4036ef1b7ddc,OnePlus Mobile,smart phone,OnePlus,true,PC
e082ccfa-b3ea-4ab7-a5f7-bff14d520df6,Huawei Mobile,smart phone,Huawei,true,PC
2aa7b310-25ad-4409-8ac6-f98a01884457,HTC Mobile,smart phone,HTC,true,PC
2ec24afa-f2ea-4369-9341-31480d17d2f2,Samsung Galaxy Mobile,smart phone,Samsung Galaxy,true,PC
3ae93e60-4ff1-453b-9876-507250f4b3eb,Nokia Mobile,smart phone,Nokia,true,PC
912ea206-2935-43e8-b9ff-242218fa0cf9,Sony  Mobile,smart phone,Sony,true,PC
583ce0ef-4e64-43af-bf64-3ec79ae867fb,LG Mobile,smart phone,LG,true,PC
9ba2c0c0-3aa3-4a72-b07f-1c1e6fe32339,Motorola Mobile,smart phone,Motorola,true,PC
e562330d-7f92-46c9-b0e4-e2777edb9e3c,oppo Mobile,smart phone,oppo,true,PC
14a1daae-3002-4e0a-a930-cef475c2ac5f,Apple Mobile,smart phone,Apple,true,PC
ace76409-c19f-425d-a5f3-424a7f919069,OnePlus Mobile,smart phone,OnePlus,true,PC
6cdf7f3a-76d9-400e-b204-575d8d12ff6e,Huawei Mobile,smart phone,Huawei,true,PC
edf5faa5-ec57-4931-aa8c-bb27985f319f,HTC Mobile,smart phone,HTC,true,PC
3216d36c-efd8-4cc1-a54d-52009142c901,Samsung Galaxy Mobile,smart phone,Samsung Galaxy,true,PC
36e46ed3-7be1-4600-b599-e46f2da3a83c,Nokia Mobile,smart phone,Nokia,true,PC
96ad9ce9-7b71-4fed-9cb4-022ae30fbad2,Sony  Mobile,smart phone,Sony,true,PC
7848ae37-7151-4945-a556-ee43c57681e6,LG Mobile,smart phone,LG,true,PC
98d0b2f4-5174-4f37-bfd9-3879316a8352,Motorola Mobile,smart phone,Motorola,true,PC
519eb88c-4051-4aa2-8248-f60cc9b10add,oppo Mobile,smart phone,oppo,true,PC
7afa2222-84c6-4860-aeea-a457212f80e4,Apple Mobile,smart phone,Apple,true,PC
accb7a04-43fe-49ab-a627-f4134507ca41,OnePlus Mobile,smart phone,OnePlus,true,PC
e2c1d10f-e220-4a3a-aca6-023a21f59d5c,Huawei Mobile,smart phone,Huawei,true,PC
bd03b866-037b-44a9-856b-438f8c2e2979,HTC Mobile,smart phone,HTC,true,PC
fcdaf88d-6533-460f-a108-fae38be7e3b2,Samsung Galaxy Mobile,smart phone,Samsung Galaxy,true,PC
26718711-d378-4fce-a6a7-44795c84618a,Nokia Mobile,smart phone,Nokia,true,PC
91f4ae41-b23d-472d-ac18-d8a347a4094e,Sony  Mobile,smart phone,Sony,true,PC
6c3803f3-9594-4bb8-8693-a2c1d2ae8828,LG Mobile,smart phone,LG,true,PC
2e891df5-477e-4a8a-a100-8a935368cce3,Motorola Mobile,smart phone,Motorola,true,PC
2ae5813f-6d42-4cf2-a2bd-3e66e717ba78,oppo Mobile,smart phone,oppo,true,PC
2d4f0d6f-828d-4c29-b988-e058f09b9e80,Apple Mobile,smart phone,Apple,true,PC
2d71707b-3f9a-475b-b936-c87b1f12c044,OnePlus Mobile,smart phone,OnePlus,true,PC
1e32bb74-efe3-497f-a7f8-cce205cf6aee,Huawei Mobile,smart phone,Huawei,true,PC
7e181add-424b-4548-b4c3-dd46a9d6fab0,HTC Mobile,smart phone,HTC,true,PC
cd9ff701-755b-4d96-8824-44fea2a2b5ab,Samsung Galaxy Mobile,smart phone,Samsung Galaxy,true,PC
2fa22ee2-d352-4728-945e-d11ead4f3cff,Nokia Mobile,smart phone,Nokia,true,PC
15847031-c64b-48db-ac25-25b95b637b54,Sony  Mobile,smart phone,Sony,true,PC
44f87265-7042-466d-ab06-f41c08e2e5b9,LG Mobile,smart phone,LG,true,PC
2b996b44-a4a8-4df2-947f-c23c2059b3f3,Motorola Mobile,smart phone,Motorola,true,PC
0f875699-1ced-423a-8907-cc6c3415d7fa,oppo Mobile,smart phone,oppo,true,PC
c99abc36-5f97-4a82-87c5-b8c00b8fc87d,Apple Mobile,smart phone,Apple,true,PC
6751583f-8fb3-48e8-a231-596e654582b8,OnePlus Mobile,smart phone,OnePlus,true,PC
688428fd-182b-4acc-b1a2-6156e09c7ad7,Huawei Mobile,smart phone,Huawei,true,PC
e0ccb8aa-0382-46fa-89e5-e2783ba5f2a2,HTC Mobile,smart phone,HTC,true,PC
138624e9-73fe-4c0a-9f44-4c86b891af12,Samsung Galaxy Mobile,smart phone,Samsung Galaxy,true,PC
350ba4ff-6456-4778-a42c-a37906616da0,Nokia Mobile,smart phone,Nokia,true,PC
d05446fb-e248-417e-82ea-83c8b234d96f,Sony  Mobile,smart phone,Sony,true,PC
7bbcf3fd-08d1-4935-9fb8-4d78648b1aff,LG Mobile,smart phone,LG,true,PC
4ff7d64b-81c2-4c48-bf49-ed160ed19a05,Motorola Mobile,smart phone,Motorola,true,PC
777f31ca-cf31-44b6-90a2-a64160f7f02d,oppo Mobile,smart phone,oppo,true,PC
c4219b27-18c9-4e96-bb59-dbcf947a403f,Apple Mobile,smart phone,Apple,true,PC
1ade583c-059d-4bce-9c53-9472c3301f65,OnePlus Mobile,smart phone,OnePlus,true,PC
b3d2be18-6ec5-4455-bc09-62e1eb15dbb9,Huawei Mobile,smart phone,Huawei,true,PC
0d23e38c-d3d8-49a2-817c-cded9f882b23,HTC Mobile,smart phone,HTC,true,PC
91138d00-18c0-450c-95c3-6a6f7a5eb43f,Samsung Galaxy Mobile,smart phone,Samsung Galaxy,true,PC
7f3a5efe-76c1-44e0-aca9-82816607fcd3,Nokia Mobile,smart phone,Nokia,true,PC
8148dd74-19fa-4f88-a047-90179cddf4e9,Sony  Mobile,smart phone,Sony,true,PC
4dd694f8-2b69-4d4b-920a-91ad778168b5,LG Mobile,smart phone,LG,true,PC
b4a41c80-8486-47cd-a0b4-1ce7fa940064,Motorola Mobile,smart phone,Motorola,true,PC
63013ace-b835-4e0f-ac45-89ccc5f84805,oppo Mobile,smart phone,oppo,true,PC
002033b3-92fe-4c29-8799-572d53be6141,Apple Mobile,smart phone,Apple,true,PC
c7b13167-6cbb-48f0-9464-b3042dbd708c,OnePlus Mobile,smart phone,OnePlus,true,PC
1e47d9bb-cc77-4f0a-a6e0-ff49d7d0f23d,Huawei Mobile,smart phone,Huawei,true,PC
9016ca82-03ba-48f4-8300-88a8d5110586,HTC Mobile,smart phone,HTC,true,PC
20ac4f48-ab80-497f-aa3d-639ee3d367ec,Samsung Galaxy Mobile,smart phone,Samsung Galaxy,true,PC
c8296196-6981-4de3-a51a-4ff8a7b3b1cd,Nokia Mobile,smart phone,Nokia,true,PC
cbd8eced-c625-4489-91c4-5fb02a342739,Sony  Mobile,smart phone,Sony,true,PC
eece3d31-58ab-4fbf-a36e-02e347e8503b,LG Mobile,smart phone,LG,true,PC
31f8d070-dcdb-42dd-8f59-c1c196e8d0a2,Motorola Mobile,smart phone,Motorola,true,PC
7e079c44-91db-4e55-8efa-5aad1944cc64,oppo Mobile,smart phone,oppo,true,PC
bf33899b-868e-49cb-9b3d-80a527796dc3,Apple Mobile,smart phone,Apple,true,PC
f8570715-8560-467c-a7e9-c09e2168d429,OnePlus Mobile,smart phone,OnePlus,true,PC
ffe3384c-6472-42f9-875e-db9c56edc9a8,Huawei Mobile,smart phone,Huawei,true,PC
4054d4d3-4e35-499b-ab02-52e23274dc03,HTC Mobile,smart phone,HTC,true,PC
25170abc-8e04-4024-b705-e22fab2b1d7b,Samsung Galaxy Mobile,smart phone,Samsung Galaxy,true,PC
d671c96d-5e11-4e94-8a3c-44eb7de489c4,Nokia Mobile,smart phone,Nokia,true,PC
03157ebe-e5e0-458b-8c09-f4e449f94053,Sony  Mobile,smart phone,Sony,true,PC
67ac5aca-cc5b-40e0-9c55-830cbf4dbbcb,LG Mobile,smart phone,LG,true,PC
12e928bb-96fa-4960-847b-cafc84da7dda,Motorola Mobile,smart phone,Motorola,true,PC
476882c2-4b38-486c-9085-61b64fdfd5a4,oppo Mobile,smart phone,oppo,true,PC
112c4424-bd18-4903-81f3-5b0bd55b5cb1,Apple Mobile,smart phone,Apple,true,PC
1be82d92-ac86-4871-b479-e8f2e2f86652,OnePlus Mobile,smart phone,OnePlus,true,PC
164fad1c-e343-490f-9802-767521df827e,Huawei Mobile,smart phone,Huawei,true,PC
dde033d2-0171-4ee8-8f5e-ebabf52e8fb3,HTC Mobile,smart phone,HTC,true,PC
d5befd28-431f-4103-8d01-123240e1e22d,Samsung Galaxy Mobile,smart phone,Samsung Galaxy,true,PC
3bacc557-55e3-47a3-b6ff-fb442e32f536,Nokia Mobile,smart phone,Nokia,true,PC
dd97dc2a-9cda-4135-ac64-a150bc822fc2,Sony  Mobile,smart phone,Sony,true,PC
a01de3f8-e9df-44df-897c-a6c1eac40ed7,LG Mobile,smart phone,LG,true,PC
a35f10fb-6aec-4097-8865-8aadd9d70d1b,Motorola Mobile,smart phone,Motorola,true,PC
45601f6b-5b49-4c21-b5af-ed98048b7b59,oppo Mobile,smart phone,oppo,true,PC
046a70db-7215-47f6-b266-4cae4ddbec9d,Apple Mobile,smart phone,Apple,true,PC
405f0858-37d3-4443-9527-b0db3ad0aad4,OnePlus Mobile,smart phone,OnePlus,true,PC
90914d81-855f-4ee2-b592-f93ffa5172d5,Huawei Mobile,smart phone,Huawei,true,PC
a19a255c-d212-4328-a854-9a46e5f1e152,HTC Mobile,smart phone,HTC,true,PC
bad66722-76a4-4aa3-9f8f-988e60c986f4,Samsung Galaxy Mobile,smart phone,Samsung Galaxy,true,PC
ac0d99a0-a4cf-4259-b004-508f16628141,Nokia Mobile,smart phone,Nokia,true,PC
6d05082e-9413-4b89-b8f1-bf4f163655e8,Sony  Mobile,smart phone,Sony,true,PC
f181ba2b-5b3d-4d77-8632-5fc3d1e18ff6,LG Mobile,smart phone,LG,true,PC
1e1d6e42-d9dd-4b4e-b934-2bce331d3ff4,Motorola Mobile,smart phone,Motorola,true,PC
a1980883-c0c1-4427-84d2-082830b5bbe7,oppo Mobile,smart phone,oppo,true,PC
4d45dc6b-5ea5-41d6-9892-83d5b2c3be7e,Apple Mobile,smart phone,Apple,true,PC
33040db9-7fe8-4510-a73a-b4672839395a,OnePlus Mobile,smart phone,OnePlus,true,PC
406a01a0-f471-4ada-8813-39cf65959e01,Huawei Mobile,smart phone,Huawei,true,PC
3ef66668-cf5c-4aef-80db-2a2ea9f7080b,HTC Mobile,smart phone,HTC,true,PC
4fc1aa35-6ccb-4876-be1f-90af9edd7e3e,Samsung Galaxy Mobile,smart phone,Samsung Galaxy,true,PC
cfa5a7b5-4bdd-47ed-97ce-884066453dbd,Nokia Mobile,smart phone,Nokia,true,PC
145bd692-3b08-4593-9e7a-a772afa4d8c2,Sony  Mobile,smart phone,Sony,true,PC
9a139f99-79ca-410d-91e5-30b7dc5537c3,LG Mobile,smart phone,LG,true,PC
71da03d1-9e5a-4045-8214-82757e14ffa9,Motorola Mobile,smart phone,Motorola,true,PC
ce1d5309-332c-44d5-8746-e5bf17d5ce11,oppo Mobile,smart phone,oppo,true,PC
46fe0d11-0795-4adf-b9d1-34fa9dba29ac,Apple Mobile,smart phone,Apple,true,PC
ad45f64f-53b4-4769-ac99-aa40f785d057,OnePlus Mobile,smart phone,OnePlus,true,PC
5ca362b6-ad42-4f86-8066-9d7273f43b0b,Huawei Mobile,smart phone,Huawei,true,PC
e75e3a91-d417-47a4-84a2-dd2253382b8a,HTC Mobile,smart phone,HTC,true,PC
522f6963-31fa-4d22-8a25-3449abb4c7b4,Samsung Galaxy Mobile,smart phone,Samsung Galaxy,true,PC
0d8bef24-4751-445b-afec-479d4d717998,Nokia Mobile,smart phone,Nokia,true,PC
4f683569-30bf-4f86-823c-3b4b0e477ddd,Sony  Mobile,smart phone,Sony,true,PC
a36c78ed-2b36-422d-9334-05524e3a62b6,LG Mobile,smart phone,LG,true,PC
ed63a1ee-4bc9-4bee-8a19-24f830a8b630,Motorola Mobile,smart phone,Motorola,true,PC
3d25acbd-eacd-4a57-96cc-90b1208d5f3c,oppo Mobile,smart phone,oppo,true,PC
ba10c56c-2f9c-4014-ba0a-5c27199a8d74,Apple Mobile,smart phone,Apple,true,PC
c8d99fe9-7c50-47af-9720-11423636b70a,OnePlus Mobile,smart phone,OnePlus,true,PC
56aaa721-18bb-4d48-b4a7-6fee00559e80,Huawei Mobile,smart phone,Huawei,true,PC
faa89e0a-078b-4b4e-8c1b-60c89fb8099e,HTC Mobile,smart phone,HTC,true,PC
37ff7d68-a2ff-461f-8229-8a8dfe4dafb7,Samsung Galaxy Mobile,smart phone,Samsung Galaxy,true,PC
f37a145f-8a3e-4a53-8c48-e1c5327573a3,Nokia Mobile,smart phone,Nokia,true,PC
13cb14df-342e-481c-bcfb-9fca8ea6bda4,Sony  Mobile,smart phone,Sony,true,PC
3c4011ab-3548-41ce-a500-2432c9d11097,LG Mobile,smart phone,LG,true,PC
a9c99aab-7849-401c-aefa-97ecd60cc6fd,Motorola Mobile,smart phone,Motorola,true,PC
17575a26-6bbd-40a0-8cba-79b12e6ce56c,oppo Mobile,smart phone,oppo,true,PC
bdb2d6c0-dfe6-4cd1-813c-928ed17f5bc6,Apple Mobile,smart phone,Apple,true,PC
b078d38b-4332-48db-8403-2cc681ffba48,OnePlus Mobile,smart phone,OnePlus,true,PC
c8cfcb77-1c66-4305-a465-517f76ea165d,Huawei Mobile,smart phone,Huawei,true,PC
75637936-66da-401e-a60d-c4b609a29551,HTC Mobile,smart phone,HTC,true,PC
d02a7af3-deca-42b1-8d3f-e9566179abf0,Samsung Galaxy Mobile,smart phone,Samsung Galaxy,true,PC
4d11cae7-8c32-4cff-8e37-17bcf201b54d,Nokia Mobile,smart phone,Nokia,true,PC
25c6e824-3ac3-449f-8449-cfd76d7cb877,Sony  Mobile,smart phone,Sony,true,PC
6788e0fe-a1a6-4f77-bf76-556730f140ce,LG Mobile,smart phone,LG,true,PC
3472684b-d47e-40eb-b9e0-55de913247fb,Motorola Mobile,smart phone,Motorola,true,PC
4046e820-97bc-49e3-a5ad-ea0ba01f21bb,oppo Mobile,smart phone,oppo,true,PC
11cafa8b-d310-4b37-b1cc-b17d2ab42a84,Apple Mobile,smart phone,Apple,true,PC
cc559ff6-26da-4e4f-9c83-e20a41f8df52,OnePlus Mobile,smart phone,OnePlus,true,PC
53fb71b1-a957-40c0-ba7b-f472610bff33,Huawei Mobile,smart phone,Huawei,true,PC
a0cf4871-3479-44a1-84f4-7d032c03ea5d,HTC Mobile,smart phone,HTC,true,PC
b488695d-17fe-4ba2-af17-3f26893b5d6a,Samsung Galaxy Mobile,smart phone,Samsung Galaxy,true,PC
87153825-6075-4c6d-8436-d88adf737666,Nokia Mobile,smart phone,Nokia,true,PC
f13c37ce-9220-4d3c-a54b-272933f27d41,Sony  Mobile,smart phone,Sony,true,PC
62aec45e-2b13-4c27-bb07-7c71f24248ee,LG Mobile,smart phone,LG,true,PC
719819c7-48a6-4d6f-9bcf-0ce5ed242c06,Motorola Mobile,smart phone,Motorola,true,PC
54219c65-9e4b-4474-9f20-8e6263c78570,oppo Mobile,smart phone,oppo,true,PC
34531069-9751-4f00-89dc-3398587b3da5,Apple Mobile,smart phone,Apple,true,PC
e1956da7-99a8-4e1a-9b15-01e337e2e7e3,OnePlus Mobile,smart phone,OnePlus,true,PC
0d1f28c7-ab08-4668-a70d-9b2916a631e8,Huawei Mobile,smart phone,Huawei,true,PC
feea15fa-32ab-47a2-b3ac-f30aae8fe54d,HTC Mobile,smart phone,HTC,true,PC
e4c849ef-bf43-42c4-8521-57c8b188316a,Samsung Galaxy Mobile,smart phone,Samsung Galaxy,true,PC
34cf7f60-41d8-4ad7-8691-773cf326dd65,Nokia Mobile,smart phone,Nokia,true,PC
6351cc68-9d46-4084-be4c-f1489bddc8e7,Sony  Mobile,smart phone,Sony,true,PC
9bef607b-f102-420c-bd22-9b4bdbd1f529,LG Mobile,smart phone,LG,true,PC
1d159f4a-6142-4b29-8ea6-55896b86982c,Motorola Mobile,smart phone,Motorola,true,PC
e99f4c76-39e4-4fa6-a6b6-9ee16fa2905d,oppo Mobile,smart phone,oppo,true,PC
36a6a2ae-35fb-46e2-8910-7d8baca4b24d,Apple Mobile,smart phone,Apple,true,PC
e54a1af9-d8d0-4e6d-ac4b-2c82877e9ae7,OnePlus Mobile,smart phone,OnePlus,true,PC
64a939bd-5013-4308-ba87-e1389d69de2c,Huawei Mobile,smart phone,Huawei,true,PC
e4ff3582-b595-43a1-9de7-cb76bfc128e5,HTC Mobile,smart phone,HTC,true,PC
13dd36da-8396-412f-b61f-252e9ae123ec,Samsung Galaxy Mobile,smart phone,Samsung Galaxy,true,PC
3c82d4d5-1779-43cf-9ecc-afc0dee31510,Nokia Mobile,smart phone,Nokia,true,PC
308e83c2-9591-4bdd-8f44-75d8e5174ed6,Sony  Mobile,smart phone,Sony,true,PC
032ff831-2b79-464c-9fd3-a0e944d76004,LG Mobile,smart phone,LG,true,PC
78fcfde6-ad49-477b-bfb0-edcbcec18c7c,Motorola Mobile,smart phone,Motorola,true,PC
3c2035b3-bf35-4c48-a069-c75b95e2a934,oppo Mobile,smart phone,oppo,true,PC
a07e652c-2228-405a-97b2-bff88faf9e23,Apple Mobile,smart phone,Apple,true,PC
5481a66a-ef9e-463e-819f-18bb8a295edf,OnePlus Mobile,smart phone,OnePlus,true,PC
9fa861b7-3bf4-45f7-96b5-0e802b8a54cf,Huawei Mobile,smart phone,Huawei,true,PC
62c4e48a-1080-4000-aee8-d8499cce29a8,HTC Mobile,smart phone,HTC,true,PC
9e493e0a-bd4e-4d67-970a-c5cdc67ce1c7,Samsung Galaxy Mobile,smart phone,Samsung Galaxy,true,PC
b738f74c-6af3-4cfe-99a8-b3cdb50e6e90,Nokia Mobile,smart phone,Nokia,true,PC
c563dc51-c91b-44c1-80e3-841ce7d3b62c,Sony  Mobile,smart phone,Sony,true,PC
d1e2ae2d-9e50-4d4a-a672-6412ae00205a,LG Mobile,smart phone,LG,true,PC
74188f5b-877c-4500-b5ee-7fd7ea31baad,Motorola Mobile,smart phone,Motorola,true,PC
23fa992e-97ae-442f-b906-5f41d6bc8a67,oppo Mobile,smart phone,oppo,true,PC
23413cee-4dd2-4ae5-9226-86d49cf1bea0,Apple Mobile,smart phone,Apple,true,PC
a059045b-35d6-4f4a-bbb2-181076874b36,OnePlus Mobile,smart phone,OnePlus,true,PC
9d46fd7e-e915-4870-b54e-144abe34f5ea,Huawei Mobile,smart phone,Huawei,true,PC
d9d7284c-1281-4855-8641-f7ccf3aa8a5c,HTC Mobile,smart phone,HTC,true,PC
